Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
2674,2,2,31,46,31,0,15.5,21.92031022,46,0,23.0,32.52691193,28795.81152,1495.886313,891.3333333,706.8587789,1434,92,92,92.0,0.0,92,92,1148,1148.0,0.0,1148,1148,0,1,0,0,40,40,747.9431563,747.9431563,0,46,24.6,23.27659769,541.8,0,0,0,1,1,0,0,0,1,30.75,15.5,23.0,0,0,0,0,0,0,2,31,2,46,-1,64240,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
4751,2,2,31,46,31,0,15.5,21.92031022,46,0,23.0,32.52691193,16207.11429,841.9280152,1583.666667,1632.277346,3307,61,61,61.0,0.0,61,61,1383,1383.0,0.0,1383,1383,0,1,0,0,40,40,420.9640076,420.9640076,0,46,24.6,23.27659769,541.8,0,0,0,1,1,0,0,0,1,30.75,15.5,23.0,0,0,0,0,0,0,2,31,2,46,-1,64240,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
4186,2,2,31,46,31,0,15.5,21.92031022,46,0,23.0,32.52691193,18394.64883,955.566173,1395.333333,1547.72812,3094,65,65,65.0,0.0,65,65,1027,1027.0,0.0,1027,1027,0,1,0,0,40,40,477.7830865,477.7830865,0,46,24.6,23.27659769,541.8,0,0,0,1,1,0,0,0,1,30.75,15.5,23.0,0,0,0,0,0,0,2,31,2,46,-1,64240,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
3849,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,779.4232268,1924.5,2496.794044,3690,159,3690,3690.0,0.0,3690,3690,0,0.0,0.0,0,0,0,0,0,0,40,20,519.6154845,259.8077423,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
3082,2,1,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,10058.40363,973.3939001,1541.0,2110.006635,3033,49,3033,3033.0,0.0,3033,3033,0,0.0,0.0,0,0,0,0,0,0,40,20,648.9292667,324.4646334,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,64240,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
4708,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,637.213254,2354.0,3073.086071,4527,181,4527,4527.0,0.0,4527,4527,0,0.0,0.0,0,0,0,0,0,0,40,20,424.808836,212.404418,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
4479,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,669.7923644,2239.5,2953.585025,4328,151,4328,4328.0,0.0,4328,4328,0,0.0,0.0,0,0,0,0,0,0,40,20,446.5282429,223.2641215,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
23296,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,128.7774725,11648.0,16042.83865,22992,304,22992,22992.0,0.0,22992,22992,0,0.0,0.0,0,0,0,0,0,0,40,20,85.85164835,42.92582418,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
2626158,12,12,1071,30037,517,0,89.25,190.2267188,13000,0,2503.083333,3810.793939,11845.44113,9.138825615,114180.7826,528315.2903,2537555,28,2611350,237395.4545,763357.4923,2538883,170,2622181,238380.0909,763164.4866,2539299,145,0,0,0,0,240,264,4.569412808,4.569412808,0,13000,1244.32,2862.939176,8196420.727,0,1,0,0,0,0,0,0,1,1296.166667,89.25,2503.083333,0,0,0,0,0,0,12,1071,12,30037,-1,64240,4,0,0.0,0.0,0,0,0.0,0.0,0,0,0
1191,2,1,31,46,31,0,15.5,21.92031022,46,46,46.0,0.0,64651.55332,2518.891688,595.5,403.7579721,881,310,310,310.0,0.0,310,310,0,0.0,0.0,0,0,0,1,0,0,40,20,1679.261125,839.6305626,0,46,30.75,21.68524844,470.25,0,0,0,1,1,0,0,0,0,41.0,15.5,46.0,0,0,0,0,0,0,2,31,1,46,-1,30016,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
3883,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1030.131342,1294.333333,1416.54874,2930,469,3414,1707.0,1729.583187,2930,484,0,0.0,0.0,0,0,0,0,0,0,60,20,772.5985063,257.5328354,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,-1,64240,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
1741,2,2,31,46,31,0,15.5,21.92031022,46,0,23.0,32.52691193,44227.45549,2297.530155,580.3333333,505.6246961,1030,33,33,33.0,0.0,33,33,1030,1030.0,0.0,1030,1030,0,1,0,0,40,40,1148.765078,1148.765078,0,46,24.6,23.27659769,541.8,0,0,0,1,1,0,0,0,1,30.75,15.5,23.0,0,0,0,0,0,0,2,31,2,46,-1,64240,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
3080,2,2,31,46,31,0,15.5,21.92031022,46,0,23.0,32.52691193,25000.0,1298.701299,1026.666667,877.8008506,1721,40,40,40.0,0.0,40,40,1319,1319.0,0.0,1319,1319,0,1,0,0,40,40,649.3506494,649.3506494,0,46,24.6,23.27659769,541.8,0,0,0,1,1,0,0,0,1,30.75,15.5,23.0,0,0,0,0,0,0,2,31,2,46,-1,64240,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
2631,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1140.250855,1315.5,1539.371463,2404,227,2404,2404.0,0.0,2404,2404,0,0.0,0.0,0,0,0,0,0,0,40,20,760.1672368,380.0836184,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
2737,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1096.09061,1368.5,1256.52875,2257,480,2257,2257.0,0.0,2257,2257,0,0.0,0.0,0,0,0,0,0,0,40,20,730.7270734,365.3635367,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
5796997,9,8,1427,543,724,0,158.5555556,267.261628,190,0,67.875,85.12920852,339.8311229,2.932552837,362312.3125,1181632.86,4763295,1,5796934,724616.75,1640816.994,4763319,51,5795968,827995.4286,1743859.869,4763319,1,0,1,0,0,180,160,1.552527973,1.380024865,0,724,116.1111111,196.5888181,38647.1634,0,0,0,1,1,0,0,0,0,122.9411765,158.5555556,67.875,0,0,0,0,0,0,9,1427,8,543,-1,64240,5,0,0.0,0.0,0,0,0.0,0.0,0,0,0
20659,3,1,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,1500.556658,193.620214,6886.333333,11348.26019,19989,183,20172,10086.0,14004.95691,19989,183,0,0.0,0.0,0,0,0,0,0,0,60,20,145.2151605,48.40505349,0,31,6.2,13.86362146,192.2,0,0,0,0,1,0,0,0,0,7.75,10.33333333,0.0,0,0,0,0,0,0,3,31,1,0,-1,64240,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
48110,5,5,74,827,74,0,14.8,33.09380607,720,0,165.4,313.4737629,18727.91519,207.8569944,5345.555556,14087.67264,42824,17,45314,11328.5,21035.80431,42852,83,47999,11999.75,20579.55091,42841,616,0,0,0,0,100,124,103.9284972,103.9284972,0,720,81.90909091,214.831308,46152.49091,0,1,0,0,0,0,0,0,1,90.1,14.8,165.4,0,0,0,0,0,0,5,74,5,827,-1,64240,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
1574,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1270.64803,1574.0,0.0,1574,1574,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,635.3240152,635.3240152,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
48089,5,5,74,827,74,0,14.8,33.09380607,720,0,165.4,313.4737629,18736.09349,207.9477635,5343.222222,13955.63061,42446,18,46097,11524.25,20682.15006,42464,77,47994,11998.5,20340.14724,42468,497,0,0,0,0,100,124,103.9738818,103.9738818,0,720,81.90909091,214.831308,46152.49091,0,1,0,0,0,0,0,0,1,90.1,14.8,165.4,0,0,0,0,0,0,5,74,5,827,-1,64240,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
1168,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1712.328767,1168.0,0.0,1168,1168,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,856.1643836,856.1643836,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
51728,5,5,76,829,76,0,15.2,33.98823326,721,0,165.8,313.8697182,17495.36035,193.3188989,5747.555556,13914.76057,42511,16,48207,12051.75,20476.01532,42527,71,51641,12910.25,19854.05946,42545,429,0,0,0,0,100,124,96.65944943,96.65944943,0,721,82.27272727,215.1334892,46282.41818,0,1,0,0,0,0,0,0,1,90.5,15.2,165.8,0,0,0,0,0,0,5,76,5,829,-1,64240,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
1226,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1631.32137,1226.0,0.0,1226,1226,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,815.6606852,815.6606852,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
50435,5,5,76,829,76,0,15.2,33.98823326,721,0,165.8,313.8697182,17943.88817,198.2750074,5603.888889,13735.09268,42041,21,47126,11781.5,20249.83617,42063,141,49358,12339.5,19862.72423,42062,493,0,0,0,0,100,124,99.13750372,99.13750372,0,721,82.27272727,215.1334892,46282.41818,0,1,0,0,0,0,0,0,1,90.5,15.2,165.8,0,0,0,0,0,0,5,76,5,829,-1,64240,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
1192,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1677.852349,1192.0,0.0,1192,1192,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,838.9261745,838.9261745,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
992,0,3,0,123,0,0,0.0,0.0,77,0,41.0,38.74274126,123991.9355,3024.193548,496.0,250.3158005,673,319,0,0.0,0.0,0,0,992,496.0,250.3158005,673,319,0,1,0,0,0,60,0.0,3024.193548,0,77,50.0,36.39597047,1324.666667,1,0,0,1,1,0,0,0,0,66.66666667,0.0,41.0,0,0,0,0,0,0,0,0,3,123,-1,48180,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
5847120,6,5,599,152,517,0,99.83333333,205.4511296,152,0,30.4,67.97646652,128.4393,1.881268043,584712.0,1836536.398,5811559,24,5831628,1166325.6,2597511.647,5812881,44,35517,8879.25,7058.073834,15468,2128,0,0,0,0,120,124,1.026146205,0.855121838,0,517,62.58333333,149.8347322,22450.44697,0,1,0,0,0,0,0,0,0,68.27272727,99.83333333,30.4,0,0,0,0,0,0,6,599,5,152,-1,64240,3,0,35517.0,0.0,35517,35517,5811559.0,0.0,5811559,5811559,0
5914429,6,5,599,156,517,0,99.83333333,205.4511296,156,0,31.2,69.7653209,127.6539122,1.859858323,591442.9,1865628.044,5901111,17,5909491,1181898.2,2639098.798,5902860,35,13283,3320.75,1548.558981,4913,1743,0,0,0,0,120,124,1.014468176,0.845390147,0,517,62.91666667,150.0560249,22516.81061,0,1,0,0,0,0,0,0,0,68.63636364,99.83333333,31.2,0,0,0,0,0,0,6,599,5,156,-1,64240,3,0,13283.0,0.0,13283,13283,5901111.0,0.0,5901111,5901111,0
5823826,6,5,599,152,517,0,99.83333333,205.4511296,152,0,30.4,67.97646652,128.9530285,1.888792694,582382.6,1815248.433,5748552,15,5808271,1161654.2,2564910.736,5749823,36,75238,18809.5,15303.21214,39214,2221,0,0,0,0,120,124,1.03025056,0.858542134,0,517,62.58333333,149.8347322,22450.44697,0,1,0,0,0,0,0,0,0,68.27272727,99.83333333,30.4,0,0,0,0,0,0,6,599,5,152,-1,64240,3,0,75238.0,0.0,75238,75238,5748552.0,0.0,5748552,5748552,0
2048,2,1,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,15136.71875,1464.84375,1024.0,1135.613491,1827,221,1827,1827.0,0.0,1827,1827,0,0.0,0.0,0,0,0,0,0,0,40,20,976.5625,488.28125,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,64240,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
9769,2,2,31,46,31,0,15.5,21.92031022,46,0,23.0,32.52691193,7882.075955,409.4584911,3256.333333,4368.433396,8231,46,46,46.0,0.0,46,46,1492,1492.0,0.0,1492,1492,0,1,0,0,40,40,204.7292456,204.7292456,0,46,24.6,23.27659769,541.8,0,0,0,1,1,0,0,0,1,30.75,15.5,23.0,0,0,0,0,0,0,2,31,2,46,-1,64240,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
2561,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1171.417415,1280.5,1371.080049,2250,311,2250,2250.0,0.0,2250,2250,0,0.0,0.0,0,0,0,0,0,0,40,20,780.9449434,390.4724717,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
13802,2,1,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,2246.051297,217.3598029,6901.0,9560.083682,13661,141,13661,13661.0,0.0,13661,13661,0,0.0,0.0,0,0,0,0,0,0,40,20,144.9065353,72.45326764,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,64240,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
45014,3,2,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,688.6746346,111.076554,11253.5,22278.65045,44671,20,44732,22366.0,31544.03351,44671,61,44973,44973.0,0.0,44973,44973,0,0,0,0,60,40,66.64593238,44.43062158,0,31,5.166666667,12.655697,160.1666667,0,0,0,0,1,0,0,0,0,6.2,10.33333333,0.0,0,0,0,0,0,0,3,31,2,0,-1,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
5101432,6,9,1472,3720,613,0,245.3333333,282.4504676,2836,0,413.3333333,928.5799642,1017.753446,2.940350866,364388.0,1322704.881,4959747,23,119968,23993.6,27927.59321,69652,478,5101432,637679.0,1763475.838,5001984,1707,0,0,0,0,120,204,1.176140346,1.76421052,0,2836,324.5,707.620614,500726.9333,0,1,0,0,0,0,0,0,1,346.1333333,245.3333333,413.3333333,0,0,0,0,0,0,6,1472,9,3720,-1,64240,3,0,0.0,0.0,0,0,0.0,0.0,0,0,0
5101911,6,9,1472,3720,613,0,245.3333333,282.4504676,2836,0,413.3333333,928.5799642,1017.657893,2.940074807,364422.2143,1321962.504,4957187,14,122040,24408.0,28610.64451,70813,577,5101911,637738.875,1762579.741,4999816,1644,0,0,0,0,120,204,1.176029923,1.764044884,0,2836,324.5,707.620614,500726.9333,0,1,0,0,0,0,0,0,1,346.1333333,245.3333333,413.3333333,0,0,0,0,0,0,6,1472,9,3720,-1,64240,3,0,0.0,0.0,0,0,0.0,0.0,0,0,0
5100685,6,9,1472,3720,613,0,245.3333333,282.4504676,2836,0,413.3333333,928.5799642,1017.902497,2.940781483,364334.6429,1322552.104,4959168,14,119483,23896.6,27716.027,69077,647,5100685,637585.625,1762713.774,5000002,1833,0,0,0,0,120,204,1.176312593,1.76446889,0,2836,324.5,707.620614,500726.9333,0,1,0,0,0,0,0,0,1,346.1333333,245.3333333,413.3333333,0,0,0,0,0,0,6,1472,9,3720,-1,64240,3,0,0.0,0.0,0,0,0.0,0.0,0,0,0
5187823,9,12,2085,4285,613,0,231.6666667,285.6496981,1536,0,357.0833333,541.9836392,1227.875353,4.047940726,259391.15,1116095.826,5000815,12,165460,20682.5,24398.74236,71489,201,5187823,471620.2727,1502247.456,5000827,207,0,0,0,0,180,264,1.73483174,2.313108986,0,1536,289.5454545,439.3012555,192985.5931,0,1,0,0,0,0,0,0,1,303.3333333,231.6666667,357.0833333,0,0,0,0,0,0,9,2085,12,4285,-1,64240,4,0,0.0,0.0,0,0,0.0,0.0,0,0,0
805,0,2,0,31,0,0,0.0,0.0,31,0,15.5,21.92031022,38509.31677,2484.47205,805.0,0.0,805,805,0,0.0,0.0,0,0,805,805.0,0.0,805,805,0,1,0,0,0,40,0.0,2484.47205,0,31,20.66666667,17.89785834,320.3333333,1,0,0,1,1,0,0,0,0,31.0,0.0,15.5,0,0,0,0,0,0,0,0,2,31,-1,41504,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
5131036,7,9,930,516,517,0,132.8571429,216.9795909,360,0,57.33333333,121.5699387,281.8144328,3.118278648,342069.0667,1277605.273,4959684,12,5112106,852017.6667,2012861.742,4959718,1254,5131036,641379.5,1761345.474,5000036,198,0,0,0,0,140,204,1.364246908,1.754031739,0,517,85.05882353,164.0999964,26928.80882,0,1,0,0,0,0,0,0,1,90.375,132.8571429,57.33333333,0,0,0,0,0,0,7,930,9,516,-1,64240,3,0,0.0,0.0,0,0,0.0,0.0,0,0,0
5158664,7,9,930,516,517,0,132.8571429,216.9795909,360,0,57.33333333,121.5699387,280.3051333,3.101578238,343910.9333,1274951.449,4952086,13,5134237,855706.1667,2007174.455,4952122,8116,5158664,644833.0,1759422.86,4998953,144,0,0,0,0,140,204,1.356940479,1.744637759,0,517,85.05882353,164.0999964,26928.80882,0,1,0,0,0,0,0,0,1,90.375,132.8571429,57.33333333,0,0,0,0,0,0,7,930,9,516,-1,64240,3,0,0.0,0.0,0,0,0.0,0.0,0,0,0
5703976,8,7,616,2946,342,0,77.0,131.5739879,2600,0,420.8571429,966.0245733,624.4766808,2.629744585,407426.8571,1481117.75,5553188,13,5678662,811237.4286,2091118.666,5553188,49,110394,18399.0,12243.38327,36163,247,0,0,0,0,160,164,1.402530445,1.22721414,0,2600,222.625,643.6712282,414312.65,0,1,0,0,0,0,0,0,0,237.4666667,77.0,420.8571429,0,0,0,0,0,0,8,616,7,2946,-1,64240,3,0,150739.0,0.0,150739,150739,5553188.0,0.0,5553188,5553188,0
